"subject_no","activity_code","tBodyAcc_mean_X.mn","tBodyAcc_mean_X.n","tBodyAcc_mean_Y.mn","tBodyAcc_mean_Y.n","tBodyAcc_mean_Z.mn","tBodyAcc_mean_Z.n","tBodyAcc_std_X.mn","tBodyAcc_std_X.n","tBodyAcc_std_Y.mn","tBodyAcc_std_Y.n","tBodyAcc_std_Z.mn","tBodyAcc_std_Z.n","tGravityAcc_mean_X.mn","tGravityAcc_mean_X.n","tGravityAcc_mean_Y.mn","tGravityAcc_mean_Y.n"
30,5,0.277112699152542,59,-0.0170163887813559,59,-0.108756209835593,59,-0.977559426949153,59,-0.891654527118644,59,-0.912850596949152,59,0.968556705084746,59,-0.100296804186441,59
1,6,0.22159824394,50,-0.0405139534294,50,-0.11320355358,50,-0.9280564692,50,-0.83682740562,50,-0.826061401628,50,-0.24888179828,50,0.70554977346,50
2,6,0.281373403958333,48,-0.0181587397583333,48,-0.107245610416667,48,-0.974059464791667,48,-0.98027739875,48,-0.984233296875,48,-0.509754238125,48,0.752536639375,48
3,6,0.275516852741935,62,-0.0189556785048387,62,-0.101300477506452,62,-0.982776639193548,62,-0.962057544516129,62,-0.96369103483871,62,-0.241758478064516,62,0.837032099677419,62
4,6,0.263559214981481,54,-0.0150031841055556,54,-0.110688150314815,54,-0.954193738888889,54,-0.941714042407407,54,-0.962667314814815,54,-0.420664662222222,54,0.915165104259259,54
5,6,0.278334325576923,52,-0.0183042123269231,52,-0.107937603673077,52,-0.965934509615385,52,-0.969295613269231,52,-0.968562516346154,52,-0.483470597692308,52,0.954890346153846,52
6,6,0.248656520140351,57,-0.0102529170561404,57,-0.133119570368421,57,-0.934049422052632,57,-0.924644826385965,57,-0.925216100350877,57,-0.47670987877193,57,0.956593814210526,57
7,6,0.250176694038462,52,-0.0204411516884615,52,-0.101361036576923,52,-0.93651361,52,-0.926262668653846,52,-0.952978365961539,52,-0.502814250576923,52,0.393444278076923,52
8,6,0.261254282907407,54,-0.0212281733881481,54,-0.102245365611111,54,-0.94304121537037,54,-0.93489116,54,-0.932491454407407,54,-0.405930036111111,54,0.589922434814815,54
9,6,0.2591955368,50,-0.020526821662,50,-0.10754972144,50,-0.94233309,50,-0.9162927764,50,-0.9407072854,50,-0.5802528348,50,-0.1191541962,50
10,6,0.280230574137931,58,-0.024294484137931,58,-0.117168642362069,58,-0.968283685,58,-0.946454302068966,58,-0.95947148637931,58,-0.453069737586207,58,-0.139297681034483,58
11,6,0.280592970877193,57,-0.0176598052315789,57,-0.108786578070175,57,-0.98477733,57,-0.972196873859649,57,-0.971311176842105,57,-0.134832031403509,57,0.943017941403509,57
12,6,0.260113433,60,-0.0175203917146667,60,-0.108160125666667,60,-0.95531868,60,-0.949072009333333,60,-0.9483338435,60,-0.3785920653,60,0.8033788345,60
13,6,0.276716360483871,62,-0.020440454366129,62,-0.104331864532258,62,-0.968891989354839,62,-0.950947949516129,62,-0.950392995483871,62,-0.156852206467742,62,0.656400944354839,62
14,6,0.233275439803922,51,-0.0113424652490196,51,-0.0868333315509804,51,-0.917501887333333,51,-0.909697040980392,51,-0.900331921686275,51,-0.145483631627451,51,0.48539692745098,51
15,6,0.2894756525,72,-0.0166296542054167,72,-0.118530240291667,72,-0.972255551527778,72,-0.962759422361111,72,-0.929586835277778,72,-0.1719930545,72,0.899242553055556,72
16,6,0.274227162571429,70,-0.0166103510562857,70,-0.107310493242857,70,-0.973691429428571,70,-0.943061150285714,70,-0.965490276285714,70,-0.206783742242857,70,-0.0199270225714286,70
17,6,0.269780085577465,71,-0.0168462006729577,71,-0.107006279704225,71,-0.972960567323944,71,-0.944792875211268,71,-0.953476700140845,71,-0.19913309,71,0.658792072253521,71
18,6,0.274691576923077,65,-0.0173937684615385,65,-0.107698927907692,65,-0.984527649230769,65,-0.986160920923077,65,-0.987658662307692,65,-0.220600509076923,65,0.719755403692308,65
19,6,0.272653733493976,83,-0.0171426864421687,83,-0.10898146186747,83,-0.965019579518072,83,-0.973449968554217,83,-0.984672837228916,83,-0.680043155060241,83,0.725646622771084,83
20,6,0.239507882205882,68,-0.0144406281132353,68,-0.104274322538235,68,-0.962249114705882,68,-0.964098180294118,68,-0.972571998382353,68,-0.472431415573529,68,0.864882956617647,68
21,6,0.271325472455556,90,-0.0184233048415556,90,-0.103253832233333,90,-0.955019866222222,90,-0.956959422222222,90,-0.945653787777778,90,-0.174349174822222,90,0.599992678,90
22,6,0.279959721194444,72,-0.0142629864502778,72,-0.110800924652778,72,-0.947735251944444,72,-0.913276301666667,72,-0.942945807916667,72,-0.418494577083333,72,0.632484075694444,72
23,6,0.274038007986111,72,-0.0216553835833333,72,-0.104256776291667,72,-0.956756363194444,72,-0.976309827361111,72,-0.973223495416667,72,-0.391564962777778,72,0.438434067361111,72
24,6,0.272850494930556,72,-0.0173555210111111,72,-0.107236237236111,72,-0.967984021111111,72,-0.983126461944444,72,-0.973566958888889,72,-0.359292534027778,72,0.738430699305556,72
25,6,0.250791828613699,73,-0.0188943663671233,73,-0.100428830260274,73,-0.909116474109589,73,-0.691770680561644,73,-0.717262004013699,73,-0.461102531369863,73,0.620658919917808,73
26,6,0.271645864540789,76,-0.0191895728026316,76,-0.105002540289474,76,-0.969445445263158,76,-0.983231351842105,76,-0.984500013157895,76,-0.621309715263158,76,0.803015011578947,76
27,6,0.274102492432432,74,-0.0179867611216216,74,-0.107699732837838,74,-0.978455153108108,74,-0.983736043783784,74,-0.986636996081081,74,-0.530434604864865,74,0.567879494054054,74
28,6,0.2759134825,80,-0.0167537858225,80,-0.1083448529625,80,-0.9688882955,80,-0.945386780375,80,-0.956450342875,80,-0.490334541875,80,0.1440732745,80
29,6,0.287295196811594,69,-0.0171965484202899,69,-0.109462068173913,69,-0.984219555507246,69,-0.990240946666667,69,-0.987255149855072,69,-0.346789842753623,69,0.807535373478261,69
30,6,0.281033900571429,70,-0.0194494098614286,70,-0.1036581505,70,-0.976362515428571,70,-0.954201823857143,70,-0.967044236428571,70,-0.344737755285714,70,0.732661247714286,70
